-4.306438710489477018e+00,2.255008258318772008e+01,6.842204574948648421e+00,3.382633268143063976e+00,-2.250605422095550878e+01,3.177017254134705482e+00
-4.292304371105380767e+00,2.263644810901891802e+01,6.795100546520431273e+00,3.385354557133938513e+00,-2.247181851718337953e+01,3.167121373760693803e+00
-4.241073706262494802e+00,2.269117190669160777e+01,6.734339806050409827e+00,3.406006389734395956e+00,-2.250701520222822083e+01,3.142771184138934970e+00
-4.245784042853260942e+00,2.306619832715566787e+01,6.405593615471157243e+00,3.391284690337943886e+00,-2.228253595171707246e+01,3.064659824169845059e+00
-4.278120465151844520e+00,2.351455095194452838e+01,5.893163643577695510e+00,3.411584385438198197e+00,-2.208020462237965020e+01,3.040375103521107292e+00
-4.349817575080708210e+00,2.377224449849323662e+01,5.641555135579707780e+00,3.454136951187629201e+00,-2.222482332625757806e+01,3.039443003040863900e+00
-4.445452365497747138e+00,2.412175036862443278e+01,5.270637157504925341e+00,3.552366269122434250e+00,-2.255675423599432605e+01,3.169125025581586375e+00
-4.565157375821129015e+00,2.443742085408779374e+01,4.926753975936272845e+00,3.610953089836121066e+00,-2.262175894499060291e+01,3.513463228188182796e+00
-4.633789795059080951e+00,2.460692779010071618e+01,4.788099537600754019e+00,3.651048749217028266e+00,-2.266827924339228062e+01,3.813578481193337311e+00
-4.616006530333780056e+00,2.467748999237867480e+01,4.752934286461569791e+00,3.699805958659069027e+00,-2.301891888304979261e+01,3.765197736625817360e+00
-4.728023183618597969e+00,2.512768962794870475e+01,4.329253796593337533e+00,3.710913467706830282e+00,-2.382185211503367839e+01,3.767894986704467541e+00
-4.940607680792094669e+00,2.577547278784529183e+01,3.842723550375815478e+00,3.751036831873870714e+00,-2.501629228776382874e+01,3.933329743559236924e+00
-5.116112896189325632e+00,2.627685894761401642e+01,3.507835243126252944e+00,3.756538719294409745e+00,-2.533980518567375029e+01,3.832426518172712626e+00
-5.322297920103603808e+00,2.677772436314801396e+01,3.199025715215986665e+00,3.913813010697734462e+00,-2.572140898521631414e+01,3.019316972811807887e+00
-5.451157463342893195e+00,2.706695776583556423e+01,3.040018880948544222e+00,3.946301034267339247e+00,-2.599680508596190620e+01,2.387637279280015346e+00
-5.431004334325042038e+00,2.705117574356010124e+01,2.946828062604522014e+00,3.986462133432651544e+00,-2.599498452597833875e+01,1.887468964662243787e+00
-5.287217575844052497e+00,2.672808823084536911e+01,2.679155629465527433e+00,4.152996519521495955e+00,-2.544816480068645603e+01,8.604915270907740332e-01
-5.253225057055728620e+00,2.608754433153267627e+01,2.114837527928408178e+00,4.313218418491615580e+00,-2.499137466191567825e+01,-4.106578925158137494e-01
-5.282602077140875707e+00,2.571545220806597243e+01,1.775717472614235071e+00,4.349421541256478285e+00,-2.461326282131561527e+01,-1.202972489618369334e+00
-5.290336412982889591e+00,2.574852354934428078e+01,1.530494349920281216e+00,4.333370842065587425e+00,-2.440533436537477741e+01,-1.370761258819463757e+00
-5.181137433252685831e+00,2.548621932869537687e+01,1.357551346680065940e+00,4.327279324303722419e+00,-2.338538830264139889e+01,-1.812857051185567947e+00
-4.707735439250041232e+00,2.422850565025896685e+01,1.032347663427553019e+00,4.301110358058542360e+00,-2.180403003569897535e+01,-2.610435921370152013e+00
-4.335002461713187927e+00,2.260505979307098201e+01,8.065293902071803966e-01,4.143017236561089334e+00,-2.020685627324884237e+01,-3.458131164395909174e+00
-4.291608540315476894e+00,2.223024868294918122e+01,5.623783734643450494e-01,3.951019925511886299e+00,-1.964398939949300171e+01,-3.614770996639002920e+00
-4.105559495393197977e+00,2.170311167038520139e+01,7.865325600771266856e-01,3.834845063609149562e+00,-1.907101192463720096e+01,-4.037979180148452585e+00
-3.913943937130926365e+00,2.093971653707338021e+01,1.154894982400646697e+00,3.759703910520730830e+00,-1.854206451642582465e+01,-4.510037717782049427e+00
-3.830637577075596933e+00,2.068616485312236009e+01,1.235910661332867644e+00,3.709133359146455700e+00,-1.840125871998111506e+01,-4.612898566719496607e+00
-3.525264818840557091e+00,2.038107311693574530e+01,1.938638534627157295e+00,3.663001933912254149e+00,-1.809644265695273901e+01,-5.163122223207602168e+00
-3.206377257738732833e+00,2.014242229378812610e+01,3.133599567992448431e+00,3.512791230274059373e+00,-1.808438850315939206e+01,-5.668550001374657477e+00
-3.000873682778034013e+00,2.005577073345723704e+01,4.238260161631385969e+00,3.268797839728373233e+00,-1.786450041485124274e+01,-6.083256380257592077e+00
-2.925997032235065021e+00,2.001856026044640657e+01,4.960764795778011660e+00,3.102120066920743380e+00,-1.768187461028311702e+01,-6.208384383789415928e+00
-2.852408829459171624e+00,2.026644245737136885e+01,5.581942794252693574e+00,3.083707231895714607e+00,-1.747977950675256054e+01,-6.579092657866976168e+00
-2.908446914624768009e+00,2.098504129777758465e+01,6.124674919252128369e+00,3.350845868414469297e+00,-1.846905248474411465e+01,-6.987712246732242782e+00
-3.032166342019381844e+00,2.142667112322193290e+01,6.403640264068206633e+00,3.614069508178880952e+00,-1.974206946154968989e+01,-7.188338160451252179e+00
-3.104793449982930831e+00,2.164132625221873951e+01,6.319834318291063902e+00,3.699744062198659478e+00,-2.035244037135740669e+01,-7.293570397810349881e+00
-3.127538140463673955e+00,2.170970730171084995e+01,6.187194995133627806e+00,3.673981053143211106e+00,-2.068644375897792997e+01,-7.165652843864912747e+00
-3.079074322806187425e+00,2.181397396388583587e+01,5.548287422218242781e+00,3.820802525300066144e+00,-2.139367849822359702e+01,-7.132516959419804792e+00
-3.200655267443647034e+00,2.171369923524400392e+01,4.234120575201417935e+00,4.279069793762402263e+00,-2.286873430078622604e+01,-6.660971790714435237e+00
-3.413201641977515521e+00,2.161693697669671010e+01,2.672588125841537376e+00,4.740649904168470208e+00,-2.439118180822276472e+01,-6.399748474485372540e+00
-3.563349602561235230e+00,2.167994228102553222e+01,1.690350808992600928e+00,4.932122606822457733e+00,-2.516985085198732719e+01,-6.407025667063176222e+00
-3.606274941664630251e+00,2.176266034609185240e+01,6.394600718551332053e-01,5.042308734295689376e+00,-2.594876918720070336e+01,-6.452091019398240590e+00
-3.676419594823916892e+00,2.185993725775564656e+01,-3.210513596330761832e-01,5.062571086516786778e+00,-2.658424207326108046e+01,-6.401872659308800451e+00
-3.674431535716601971e+00,2.192735283999997620e+01,-1.260836408335928693e+00,5.063537386700451393e+00,-2.690742538674337325e+01,-6.407623859185344273e+00
-3.618531481477158529e+00,2.213141299684371788e+01,-2.251163916053374514e+00,5.155156099043844087e+00,-2.698558727097199395e+01,-6.510156409941346922e+00
-3.768154352185895117e+00,2.228516588302972679e+01,-3.618212178596855733e+00,5.337151331296210444e+00,-2.742342212698602566e+01,-6.612321322468247331e+00
-3.866236570057395294e+00,2.220550384368872088e+01,-4.150892140929133944e+00,5.405869613451470101e+00,-2.758280462064194793e+01,-6.673263138294560193e+00
-3.786046483466270374e+00,2.216226179962367127e+01,-4.071337125511522714e+00,5.424916770177121705e+00,-2.740034288210003410e+01,-6.686492745206838784e+00
-3.773379478386837071e+00,2.216399720702770182e+01,-4.051063417214688656e+00,5.426713055856255963e+00,-2.737725446668149232e+01,-6.685779930436072327e+00
-3.773397207789990659e+00,2.216395330560128585e+01,-4.051003355858591171e+00,5.426645911729338856e+00,-2.737712969059870716e+01,-6.685751505523946037e+00
-3.773412760254662324e+00,2.216393938658316998e+01,-4.051001780566386934e+00,5.426656513019144867e+00,-2.737708952477571955e+01,-6.685734349111161379e+00
